id,type,genres,average_rating,num_votes
0,movie,"Drama,History",5.9,578
1,movie,Horror,4.6,857
2,movie,"Action,Adventure,Animation",7.1,134245
3,short,"Comedy,Drama,Short",5.4,81
4,movie,"Crime,Drama,History",6.8,231556
5,movie,"Horror,Thriller",5.9,2468
6,tvEpisode,Comedy,7.5,140
7,movie,Thriller,5.3,441
8,movie,"Horror,Mystery,Romance",6.4,2991
9,movie,"Crime,Drama,Horror",6.3,54597
10,tvSeries,"Crime,Drama,Thriller",6.8,3748
11,movie,Documentary,7.8,275
12,movie,Sci-Fi,4.5,3574
13,movie,Documentary,6.6,785
14,movie,"Action,Drama,Horror",6.2,27257
15,tvSeries,Comedy,6.8,3940
16,movie,Documentary,5.3,401
17,movie,"Biography,Comedy,Drama",6.8,205
18,movie,"Comedy,Drama,Romance",5.2,5737
19,movie,"Comedy,Romance",5.1,259
20,movie,Documentary,5.2,99
21,movie,Comedy,3.8,308
22,movie,Comedy,5.2,1780
23,movie,Comedy,4.4,4522
24,movie,"Action,Adventure,Sci-Fi",5.5,124550
25,movie,"Drama,Family",4.8,524
26,movie,"Drama,Romance,Sport",6.3,2328
27,movie,"Adventure,Comedy,Romance",5.1,45
28,movie,"Comedy,Drama",5.9,889
29,tvSeries,"Comedy,History,Romance",7.6,1051
30,movie,"Biography,Comedy,Drama",7.6,5536
31,tvSeries,"Comedy,Family",6.2,1002
32,tvEpisode,"Comedy,Family",7.5,42
33,movie,Drama,6.7,39
34,movie,"Drama,Sport",4.7,204
35,tvSeries,"Comedy,Drama,Romance",7.3,162
36,movie,"Crime,Drama,Horror",5.1,4930
37,movie,"Horror,Thriller",6.3,34116
38,movie,"Crime,Documentary,History",8.3,32641
39,video,"Documentary,Short",7.1,179
40,movie,"Action,History,Thriller",6.3,7634
41,movie,Documentary,5.6,146
42,movie,"Action,Drama,Thriller",6.6,126714
43,movie,"Comedy,Drama,Fantasy",6.4,183111
44,movie,Drama,6.7,3023
45,movie,"Drama,History,War",6.5,2956
46,movie,"Drama,Horror,Thriller",5.8,9476
47,movie,Horror,3.3,828
48,movie,Comedy,5.4,2300
49,movie,"Comedy,Drama,Romance",6.9,23678
50,movie,"Biography,Documentary,History",7.4,12438
51,tvSpecial,Music,6.2,19
52,movie,"Action,Sci-Fi,Thriller",4.4,7569
53,movie,"Comedy,Drama",7.3,40917
54,movie,Comedy,5.8,72359
55,tvSeries,Drama,6.2,950
56,movie,Sci-Fi,3.8,1510
57,movie,"Action,Sci-Fi,Thriller",5.8,12715
58,movie,"Comedy,Drama",5.9,92
59,movie,"Drama,Thriller",6.3,955
60,movie,"Comedy,Drama",6.1,45754
61,movie,"Action,Drama,Thriller",6.2,88615
62,movie,"Crime,Drama",7.8,2299
63,movie,Drama,5.9,6112
64,movie,"Comedy,Drama",8.4,350092
65,movie,Documentary,7.2,40
66,movie,Comedy,5.5,1576
67,movie,"Comedy,Musical",2.6,24
68,movie,"Action,Comedy,Crime",6.1,95210
69,movie,"Biography,Drama",7.2,923
70,movie,"Drama,Romance",3.2,56077
71,tvEpisode,Comedy,6.7,9
72,movie,"Biography,Documentary,Drama",7.1,367
73,tvSeries,"Adventure,Animation,Comedy",6.2,229
74,tvSeries,"Drama,Music",7.3,394
75,tvMovie,"Adventure,Comedy,Family",3.9,934
76,movie,"Comedy,Drama",5.9,2758
77,movie,"Comedy,Drama",6.7,9635
78,movie,Thriller,6.2,21
79,movie,"Comedy,Drama",6.2,9674
80,movie,"Comedy,Drama,Romance",7.1,19129
81,movie,"Comedy,Drama,Romance",6.8,330232
82,tvEpisode,Comedy,6.5,44
83,movie,"Comedy,Drama,Romance",7.6,317120
84,movie,"Action,Comedy",1.8,2518
85,movie,Drama,5.9,3714
86,movie,"Action,Drama,History",6.2,19006
87,movie,"Action,Thriller",6.1,143519
88,movie,"Drama,Romance",5.6,11801
89,movie,Horror,4.2,165
90,movie,"Comedy,Crime,Romance",6.0,5021
91,tvSeries,Documentary,6.8,453
92,movie,"Drama,Mystery,Thriller",6.1,5566
93,tvMiniSeries,Documentary,5.8,378
94,tvSeries,Documentary,7.0,65
95,movie,Comedy,3.3,491
96,movie,Drama,6.0,1444
97,movie,"Drama,Family,Sport",4.7,867
98,short,"Documentary,Short",6.5,188
99,movie,"Comedy,Family,Fantasy",5.4,3102
100,movie,Comedy,5.6,45663
101,movie,"Drama,Romance",6.7,800
102,movie,Drama,8.1,405
103,movie,"Drama,Fantasy",6.6,777
104,movie,"Drama,History,War",7.4,52771
105,movie,"Comedy,Drama,Romance",5.8,6615
106,movie,Family,5.8,301
107,movie,"Comedy,Family,Romance",5.4,772
108,movie,"Fantasy,Romance",5.3,240
109,movie,"Comedy,Family,Romance",5.8,17221
110,movie,"Family,Romance",5.4,5405
111,movie,"Drama,Romance",5.3,9322
112,movie,"Comedy,Family,Romance",5.9,81668
113,video,"Comedy,Family,Fantasy",5.3,5030
114,movie,"Crime,Drama,Sci-Fi",8.3,765954
115,movie,"Drama,Romance",5.8,1631
116,tvMovie,"Animation,Comedy,Family",3.8,446
117,movie,"Drama,Fantasy,Thriller",5.9,12660
118,movie,"Biography,Documentary,Family",8.1,64
119,movie,Documentary,7.0,611
120,movie,Drama,6.5,10886
121,tvEpisode,"Crime,Documentary,Mystery",6.9,17
122,tvMovie,"Comedy,Family",5.7,139
123,movie,"Action,Adventure,Comedy",3.0,3981
124,movie,"Biography,Comedy",6.8,14226
125,movie,"Drama,Fantasy,Romance",6.9,62207
126,movie,Comedy,4.8,5017
127,tvSpecial,"Animation,Family,Short",6.4,30
128,tvSpecial,"Animation,Family,Horror",6.0,31
129,tvMovie,"Documentary,History",7.6,595
130,movie,Documentary,6.2,1495
131,movie,"Comedy,Fantasy",5.0,44278
132,movie,Horror,3.2,247
133,movie,Drama,7.1,681
134,movie,"Comedy,Drama",6.0,230
135,movie,"Biography,Documentary,Sport",7.1,419
136,movie,"Crime,Drama,Thriller",5.3,7022
137,tvSeries,"Comedy,Fantasy,Horror",8.1,3255
138,movie,Documentary,7.0,378
139,movie,"Biography,Documentary,Sport",6.8,1421
140,movie,Documentary,8.7,245
141,movie,"Drama,Romance",6.5,21230
142,tvSeries,Talk-Show,6.3,207
143,movie,"Drama,Romance",6.5,128
144,tvSeries,Romance,6.0,164
145,movie,"Adventure,Drama,Family",7.5,82222
146,movie,"Action,Crime,Drama",7.0,67531
147,movie,"Crime,Documentary,History",7.3,1084
148,movie,Documentary,6.4,89
149,movie,"Drama,Romance",5.4,818
150,movie,"Comedy,Music,Romance",6.3,57443
151,movie,"Drama,History",6.7,2051
152,movie,Thriller,6.4,1321
153,tvMiniSeries,"Crime,Documentary",7.3,1100
154,movie,"Drama,Romance",5.7,3915
155,movie,"Drama,Romance",5.2,1944
156,movie,Documentary,8.0,2616
157,tvMovie,"Comedy,Drama,Family",6.4,7352
158,movie,Comedy,5.3,968
159,movie,Thriller,3.1,140
160,movie,Drama,7.1,369
161,movie,"Documentary,Drama",7.9,3531
162,movie,Drama,8.3,223433
163,movie,"Comedy,Drama",7.0,135239
164,movie,"Drama,Romance",7.6,106880
165,movie,"Crime,Drama,Thriller",6.4,621
166,movie,Drama,5.8,227
167,tvMovie,"Crime,Drama,Thriller",5.8,315
168,tvMovie,"Family,Fantasy,Musical",6.1,135
169,movie,"Crime,Drama",7.6,5561
170,movie,"Biography,Drama,History",6.0,3670
171,short,"Documentary,Short",6.3,237
172,tvSeries,Drama,7.9,64
173,movie,"Comedy,Drama",5.9,40824
174,tvSpecial,"Animation,Family",5.5,141
175,movie,"Comedy,Drama",5.2,50
176,tvMovie,"Family,Romance",6.1,1200
177,tvSpecial,"Comedy,Music,Musical",5.5,14394
178,movie,"Comedy,Romance",6.7,354
179,movie,"Drama,Romance",7.4,200886
180,movie,"Action,Crime,Drama",8.1,74319
181,movie,"Adventure,Animation,Family",6.7,5914
182,movie,"Adventure,Comedy,Family",5.1,312
183,movie,"Adventure,Family,Fantasy",4.2,41735
184,tvEpisode,"Comedy,Talk-Show",6.5,43
185,tvSeries,Documentary,7.4,385
186,movie,Drama,5.5,189
187,movie,"Horror,Thriller",3.9,1704
188,movie,"Comedy,Crime,Drama",5.0,377
189,movie,"Action,Thriller",5.2,75
190,movie,Drama,6.5,115
191,movie,"Action,Crime,Drama",7.7,10729
192,movie,"Drama,Thriller",7.1,732
193,movie,"Drama,Thriller",6.2,5099
194,movie,Drama,7.1,1246
195,movie,Drama,6.1,13
196,movie,"Comedy,Drama,Sci-Fi",5.9,321
197,movie,"Crime,Documentary",6.8,16339
198,movie,"Comedy,Horror",6.0,298
199,tvShort,"Adventure,Animation,Comedy",5.3,256
200,movie,"Comedy,Drama,Romance",7.0,174153
201,tvEpisode,Comedy,6.4,59
202,movie,"Comedy,Drama,Fantasy",7.8,310082
203,short,"Comedy,Drama,Family",8.1,35
204,movie,"Biography,Drama,Romance",5.4,1876
205,movie,"Mystery,Thriller",6.6,3033
206,tvSeries,"Music,Romance",7.6,829
207,short,"Drama,Music,Short",6.3,235
208,movie,Drama,5.2,390
209,movie,"Drama,Fantasy,History",7.3,106547
210,movie,"Action,Adventure,Thriller",6.5,66756
211,movie,"Comedy,Romance,Sci-Fi",4.2,5705
212,movie,"Action,Adventure,Crime",5.7,10694
213,movie,"Action,Crime",5.3,11170
214,tvSeries,"Crime,Drama,Mystery",6.4,1323
215,tvSpecial,Comedy,5.8,857
216,tvMovie,"Crime,Drama",7.1,181
217,movie,Documentary,6.2,138
218,tvSpecial,Comedy,5.3,127
219,movie,Drama,5.9,57
220,tvSpecial,Comedy,4.4,302
221,movie,"Drama,Romance",6.2,32649
222,movie,"Action,Adventure,Biography",6.6,48859
223,tvEpisode,"Crime,Documentary",7.3,12
224,movie,"Drama,Family,Horror",3.3,100
225,movie,"Drama,Family,Sci-Fi",6.2,4977
226,movie,"Drama,Sci-Fi,Thriller",1.5,290
227,tvSpecial,Comedy,6.7,132
228,tvMiniSeries,Documentary,9.0,14322
229,tvEpisode,Documentary,8.1,40
230,movie,"Drama,Romance",5.3,40835
231,short,"Documentary,Short",4.6,369
232,movie,Documentary,5.7,7588
233,movie,Documentary,5.3,1500
234,short,"Documentary,Short",4.3,90
235,movie,"Drama,Romance",5.0,20512
236,movie,"Drama,Thriller",5.7,22473
237,tvEpisode,"Comedy,Mystery,Sci-Fi",8.2,92
238,movie,"Drama,Mystery",6.1,4414
239,movie,"Action,Adventure,Horror",4.8,11286
240,tvEpisode,"Comedy,Drama,Romance",8.2,187
241,tvSeries,Drama,7.3,9
242,tvMovie,"Crime,Drama,Mystery",6.3,4051
243,tvSeries,"Crime,Drama,Romance",8.7,37
244,tvMiniSeries,Documentary,7.3,641
245,tvSeries,Crime,6.9,93
246,movie,"Action,Crime,Drama",7.7,8380
247,movie,"Drama,Horror,Mystery",2.8,610
248,movie,"Drama,Romance",7.0,1470
249,movie,Documentary,7.6,4226
250,movie,Drama,6.6,150
251,movie,"Comedy,Drama,Romance",5.0,2200
252,movie,"Drama,Romance,Thriller",6.6,9603
253,movie,"Action,Drama,Thriller",5.3,4048
254,movie,"Comedy,Romance",4.4,1737
255,tvSeries,"Adventure,Comedy,Drama",7.5,6742
256,movie,"Action,Comedy,Romance",6.4,12863
257,movie,Drama,6.9,929
258,movie,"Action,Comedy,Crime",7.0,11658
259,tvSeries,"Action,Animation,Comedy",7.9,17571
260,tvEpisode,"Action,Animation,Comedy",8.4,327
261,movie,Thriller,5.0,227
262,tvSeries,"Action,Romance",7.5,923
263,movie,"Action,Comedy,Drama",7.1,8343
264,tvSpecial,Comedy,6.2,52
265,movie,Comedy,4.4,102
266,movie,Drama,6.2,221
267,movie,Drama,5.6,330
268,movie,"Action,Adventure,Comedy",5.3,1385
269,movie,"Comedy,Drama",6.3,321
270,tvSpecial,Comedy,6.2,105
271,movie,"Comedy,Drama,Romance",6.3,15333
272,movie,\N,6.6,558
273,movie,Documentary,7.1,37
274,movie,"Drama,Romance",5.2,24
275,tvSpecial,Comedy,7.6,5923
276,tvSpecial,Comedy,7.4,4019
277,tvMiniSeries,"Biography,Crime,Drama",7.8,26914
278,movie,"Drama,Romance",7.3,21666
279,tvSeries,"Action,Fantasy,Mystery",7.7,19418
280,video,Documentary,3.9,407
281,movie,"Action,Sci-Fi",2.6,2995
282,tvSpecial,"Adventure,Animation,Comedy",6.2,945
283,video,"Adventure,Comedy,Family",4.6,1212
284,movie,"Documentary,History,Music",6.7,330
285,movie,Romance,3.7,32
286,movie,"Comedy,Drama,Romance",6.1,2273
287,tvSeries,"Comedy,Music",4.4,610
288,movie,"Action,Comedy,Romance",3.8,155
289,movie,Drama,5.8,3106
290,movie,"Animation,Comedy,Drama",6.8,36781
291,tvSeries,"Adventure,Animation,Comedy",7.5,438
292,movie,Family,5.1,572
293,short,"Documentary,Family,Short",6.8,563
294,movie,"Horror,Thriller",3.9,1156
295,movie,"Drama,Romance",5.4,164
296,movie,"Horror,Mystery,Thriller",5.5,31596
297,movie,"Drama,Romance",6.5,21994
298,movie,"Action,Thriller",5.1,2448
299,movie,Drama,6.5,3227
300,short,"Mystery,Short,Thriller",9.2,11
301,movie,"Adventure,Drama,Sci-Fi",6.3,221
302,tvEpisode,"Action,Drama,Horror",6.8,918
303,movie,"Drama,History,War",6.5,8369
304,movie,"Drama,Romance",6.8,374
305,movie,"Drama,Thriller",6.4,78268
306,video,"Action,Adventure,Animation",5.1,899
307,movie,"Documentary,Sport",7.9,5277
308,movie,Documentary,5.9,934
309,movie,"Action,Animation,Crime",6.5,4961
310,movie,"Comedy,Romance",5.7,541
311,tvSeries,"Drama,Fantasy",6.3,2070
312,movie,Romance,6.7,332
313,movie,"Crime,Documentary",6.9,21819
314,movie,"Documentary,History,Music",7.4,563
315,movie,"Drama,Romance",5.2,3887
316,movie,"Comedy,Drama,Romance",5.3,269
317,movie,"Action,Comedy,Drama",7.5,7249
318,movie,"Drama,Sport",5.9,3761
319,movie,Documentary,5.8,1702
320,movie,"Action,Thriller",6.2,72166
321,tvEpisode,"Comedy,Talk-Show",4.6,5
322,movie,Drama,8.3,1079852
323,movie,Documentary,7.3,531
324,movie,Documentary,7.4,18410
325,short,"Documentary,Short",5.2,240
326,movie,Thriller,5.9,3176
327,movie,"Action,Crime,Drama",5.0,16389
328,movie,Drama,8.5,1044729
329,movie,"Adventure,Drama,Romance",7.0,39174
330,movie,"Crime,Documentary",7.2,19906
331,tvSeries,"Action,Drama,Thriller",7.3,5938
332,movie,"Comedy,Crime,Drama",7.6,501488
333,movie,Drama,5.7,6348
334,tvSpecial,Comedy,7.1,191
335,movie,"Fantasy,Musical",6.7,189
336,movie,"Biography,Documentary,Music",7.8,49142
337,short,"Comedy,Drama,Short",7.0,72
338,tvSpecial,Comedy,2.9,9378
339,movie,"Biography,Documentary,History",6.8,30
340,movie,"Adventure,Animation,Comedy",6.9,49278
341,movie,"Adventure,Animation,Family",6.5,23910
342,video,"Adventure,Animation,Family",6.0,1038
343,movie,"Comedy,Drama",5.6,4114
344,movie,Drama,7.3,1004
345,movie,"Comedy,Crime",5.8,4700
346,movie,Drama,2.8,1006
347,tvSeries,Drama,6.8,16
348,movie,"Drama,Mystery",5.8,3246
349,movie,"Drama,Thriller,War",5.5,1862
350,tvMovie,"Comedy,Drama",3.6,91
351,movie,Comedy,3.1,212
352,movie,"Biography,Comedy,Music",6.6,533
353,movie,Thriller,5.6,208
354,movie,"Comedy,Drama,Romance",6.3,916
355,movie,"Drama,Thriller",6.3,65
356,movie,Drama,6.9,2532
357,movie,"Action,Comedy,Romance",8.2,49658
358,movie,"Crime,Drama,Music",8.2,74523
359,movie,"Horror,Mystery,Thriller",7.6,2940
360,movie,Documentary,6.8,133
361,movie,"Documentary,Sport",6.4,2622
362,movie,"Crime,Drama",6.1,4375
363,movie,"Action,Comedy,Thriller",8.0,5029
364,tvSeries,Fantasy,5.0,30
365,tvSeries,"Action,Animation,Comedy",7.7,12103
366,movie,"Drama,Romance",5.6,22694
367,movie,"Action,Thriller",6.4,81585
368,movie,"Adventure,Animation,Family",7.1,1027
369,movie,"Action,Mystery,Thriller",6.7,276388
370,movie,Comedy,6.3,204497
371,tvEpisode,"Comedy,Family",7.0,16
372,tvEpisode,"Crime,Drama",8.5,6
373,movie,"Comedy,Drama",7.0,2699
374,movie,Drama,8.6,853
375,short,"Music,Short",7.7,9684
376,movie,"Action,Fantasy,Sci-Fi",6.5,3781
377,movie,"Action,Crime,Thriller",5.1,4276
378,tvSpecial,"Comedy,Documentary",5.8,612
379,movie,"Comedy,Drama",8.0,10345
380,movie,"Drama,Thriller",6.5,1766
381,movie,"Adventure,Family,Mystery",5.6,685
382,tvSeries,"Adventure,Animation,Drama",8.2,10069
383,movie,"Crime,Sci-Fi,Thriller",6.1,38447
384,movie,Drama,5.2,467
385,tvSeries,"Adventure,Drama,Mystery",5.0,25085
386,tvSeries,"Comedy,Fantasy,Romance",7.9,1356
387,movie,"Action,Adventure,Comedy",7.0,320218
388,tvSpecial,Comedy,7.2,2960
389,video,Comedy,7.8,4529
390,movie,"Mystery,Thriller",5.2,610
391,movie,"Action,Adventure,Horror",2.7,277
392,tvMovie,"Biography,Documentary,Sport",6.5,954
393,movie,"Drama,Romance,Thriller",6.6,887
394,movie,Documentary,6.7,332
395,movie,"Action,Crime,Drama",7.4,4309
396,movie,Documentary,7.3,1649
397,movie,"Horror,Mystery,Sci-Fi",5.2,54123
398,movie,"Drama,Fantasy,Horror",6.3,44845
399,movie,"Adventure,Animation,Comedy",7.3,7019
400,movie,Drama,7.5,18552
401,movie,Drama,6.5,176
402,movie,"Adventure,Animation,Comedy",4.7,1482
403,movie,"Comedy,Drama,Romance",5.2,985
404,tvSeries,"Drama,Horror",5.6,3827
405,tvMovie,Comedy,7.9,1093
406,movie,"Documentary,Music",6.4,1892
407,movie,"Action,Sci-Fi,Thriller",6.4,35701
408,tvSeries,"Action,Drama,Fantasy",8.4,2806
409,movie,"Comedy,Romance",5.7,50788
410,short,"Adventure,Drama,Fantasy",6.7,16
411,movie,"Adventure,Animation,Comedy",7.1,53278
412,movie,"Crime,Drama,Mystery",8.2,24326
413,movie,Drama,7.2,618
414,movie,"Horror,Mystery,Thriller",6.2,79996
415,movie,"Comedy,Drama,Romance",7.7,278349
416,movie,"Drama,Romance",4.9,522
417,movie,Drama,7.5,190
418,tvSeries,"Comedy,Fantasy,Romance",8.4,1442
419,tvSeries,Documentary,6.6,234
420,movie,"Comedy,Documentary,Drama",6.7,645
421,movie,"Action,Comedy",5.1,1747
422,movie,"Horror,Mystery,Sci-Fi",5.3,4590
423,movie,"Action,Crime,Thriller",3.2,246
424,movie,"Documentary,Sport",6.5,372
425,movie,"Drama,Sci-Fi,Thriller",5.5,3236
426,short,Short,9.3,12
427,movie,"Crime,Documentary,Sport",7.6,7972
428,movie,"Drama,Mystery,Romance",6.7,8195
429,movie,"Horror,Thriller",4.7,22930
430,short,"Comedy,Romance,Short",6.5,6
431,short,"Comedy,Short",5.2,5
432,tvSeries,"Action,Adventure,Animation",8.9,219987
433,movie,Documentary,8.0,571
434,movie,"Crime,Documentary",7.2,6034
435,tvSeries,Comedy,8.0,4721
436,movie,Drama,6.5,1757
437,tvShort,"Drama,Short",5.0,11
438,tvSeries,"Documentary,Reality-TV",7.0,274
439,movie,"Action,Adventure,Comedy",6.2,197067
440,tvEpisode,Comedy,6.1,14
441,movie,"Adventure,Comedy",7.0,223383
442,movie,"Action,Adventure,Comedy",6.6,218299
443,movie,"Crime,Drama",6.0,352
444,movie,"Action,Drama,Sci-Fi",6.1,54783
445,tvSeries,"Drama,Romance",8.0,385
446,tvEpisode,"Comedy,Drama",6.0,5
447,movie,"Action,Crime,Drama",5.4,42987
448,movie,"Drama,Romance",7.1,396
449,movie,"Action,Crime",6.5,12042
450,short,"Action,Drama,Short",8.6,9
451,movie,"Action,Adventure,Sci-Fi",8.4,863572
452,tvEpisode,"Comedy,Talk-Show",5.7,6
453,tvEpisode,"Comedy,Talk-Show",8.1,37
454,tvEpisode,"Documentary,Short",6.4,7
455,movie,"Biography,Documentary,Music",7.6,6387
456,movie,"Horror,Mystery,Sci-Fi",4.8,7495
457,movie,"Action,Crime,Thriller",5.0,2650
458,tvSeries,Game-Show,6.0,638
459,tvSeries,"Drama,Romance,Sci-Fi",6.6,21206
460,movie,Documentary,7.4,181
461,movie,Drama,5.6,130
462,movie,"Biography,Drama,Sport",5.8,5265
463,tvSpecial,Comedy,7.3,3689
464,tvSpecial,Comedy,7.5,4407
465,tvMiniSeries,"Action,Animation,Crime",7.2,3988
466,movie,Drama,2.1,357
467,movie,"Action,Thriller",4.9,4380
468,movie,"Action,Romance,Thriller",5.2,7675
469,movie,"Crime,Drama,Thriller",6.6,4732
470,movie,Drama,7.4,291356
471,movie,"Drama,Horror,Thriller",5.4,200
472,movie,"Comedy,Drama",7.2,518
473,movie,Comedy,6.6,55
474,tvMovie,Documentary,7.1,74
475,movie,"Comedy,Family",5.2,528
476,tvSeries,Drama,8.5,78
477,tvEpisode,Reality-TV,7.1,8
478,movie,Comedy,5.3,1052
479,movie,"Comedy,Fantasy,Music",6.5,418
480,tvSeries,Reality-TV,6.3,522
481,movie,"Adventure,Drama,Horror",6.0,19312
482,short,"Comedy,Horror,Sci-Fi",5.8,5
483,video,"Action,Crime,Drama",4.9,1811
484,movie,"Drama,Fantasy,Mystery",6.0,11699
485,tvEpisode,"Action,Adventure,Animation",8.4,129
486,tvEpisode,Documentary,8.0,5
487,tvEpisode,"Comedy,History",8.2,44
488,tvEpisode,"Comedy,Romance",7.4,233
489,tvEpisode,"Crime,Drama",8.8,240
490,tvSeries,"Biography,Crime,Documentary",8.0,2449
491,movie,"Action,Comedy,Crime",6.9,242912
492,movie,"Action,Comedy,Crime",6.6,233844
493,movie,"Action,Crime,Drama",6.5,6584
494,movie,"Comedy,Crime,Drama",7.6,18206
495,video,Comedy,6.3,4365
496,movie,"Mystery,Thriller",5.6,3892
497,movie,"Documentary,Music",6.4,158
498,movie,Comedy,7.3,4425
499,tvSeries,Drama,6.6,15
500,movie,"Crime,Drama,Mystery",7.8,23008
501,movie,Western,5.5,1886
502,tvSeries,"Action,Adventure,Animation",5.3,157
503,tvMiniSeries,"Crime,Drama",8.0,238
504,movie,"Adventure,Animation,Drama",7.1,40312
505,movie,"Adventure,Drama,Romance",6.3,576
506,movie,"Action,Comedy,Fantasy",6.7,35
507,movie,"Comedy,Drama,Music",6.6,5226
508,movie,"Adventure,Comedy,Crime",6.0,4022
509,movie,"Action,Adventure,War",5.5,210
510,movie,"Comedy,Drama",4.5,1138
511,tvSeries,Romance,6.7,154
512,movie,"Comedy,Romance",7.2,1702
513,movie,"Documentary,Sport",7.3,925
514,movie,"Comedy,Crime,Drama",6.8,1141
515,movie,"Comedy,Romance",6.3,1527
516,tvSeries,"Action,Adventure,Drama",7.2,18390
517,movie,Documentary,6.4,466
518,video,"Animation,Family",6.2,778
519,tvSeries,"Animation,Comedy,Family",6.9,370
520,video,"Animation,Family,Fantasy",6.3,2141
521,tvMovie,"Animation,Family,Fantasy",5.5,751
522,movie,"Animation,Family",6.1,728
523,movie,"Animation,Musical",5.6,225
524,video,"Animation,Family,Fantasy",6.5,2057
525,video,"Animation,Family",5.7,719
526,movie,"Animation,Family,Musical",5.7,1635
527,movie,"Drama,Romance",6.8,685
528,tvSeries,"Action,Adventure,Drama",6.8,8821
529,movie,"Comedy,Romance",7.5,19716
530,movie,"Action,Comedy",5.4,20261
531,movie,"Comedy,Drama,Romance",8.1,76408
532,movie,"Comedy,Romance",3.5,329
533,short,"Comedy,Short",6.9,37
534,movie,"Biography,Drama",5.8,6623
535,movie,"Action,Romance",5.4,1176
536,movie,"Comedy,Sport",6.5,57119
537,movie,"Drama,Mystery,Thriller",7.0,181393
538,movie,"Comedy,Documentary,Music",7.5,880
539,movie,"Action,Animation,Crime",6.4,50596
540,movie,"Drama,Music,Romance",6.0,3784
541,tvSeries,"Comedy,Crime,Drama",7.3,8220
542,movie,"Action,Sci-Fi",5.2,1887
543,tvSeries,"Adventure,Reality-TV",6.5,129
544,tvSeries,Reality-TV,7.2,353
545,movie,"Comedy,Drama,Family",8.0,3725
546,short,"Drama,Family,Fantasy",7.1,42
547,movie,"Drama,Family",7.3,463
548,movie,"Biography,Documentary,Drama",8.7,3238
549,movie,"Comedy,Drama,Romance",5.6,3631
550,tvSeries,Drama,7.6,11
551,tvSeries,Drama,6.7,15
552,movie,Documentary,8.0,73
553,tvSeries,"Animation,Crime,Drama",7.8,6272
554,movie,"Drama,War",7.7,75029
555,movie,"Comedy,Crime,Drama",7.1,3414
556,movie,Drama,6.4,4420
557,movie,Documentary,7.2,516
558,tvEpisode,Reality-TV,7.0,5
559,movie,"Action,Comedy,Drama",4.8,273
560,movie,"Adventure,Animation,Comedy",6.8,51817
561,tvSeries,"Comedy,Drama,Romance",8.1,2785
562,movie,Comedy,4.0,161
563,movie,Documentary,6.8,5717
564,tvSeries,"Biography,Documentary,Sport",6.9,35
565,movie,"Drama,Horror,Sci-Fi",4.7,943
566,movie,"Biography,Drama,Romance",7.0,58727
567,movie,"Adventure,Comedy,Family",6.0,88983
568,movie,"Adventure,Animation,Comedy",6.1,144919
569,movie,"Drama,Musical,Romance",5.5,941
570,tvSeries,Drama,8.1,15
571,movie,"Drama,Fantasy,Mystery",6.5,47109
572,movie,"Drama,Fantasy,Horror",6.2,40845
573,movie,"Documentary,News",8.2,26473
574,movie,"Action,Drama,Thriller",6.4,99241
575,movie,Documentary,6.7,295
576,movie,Documentary,6.5,8726
577,movie,"Drama,Romance,Thriller",2.8,430
578,movie,"Documentary,Sport",6.5,293
579,movie,Documentary,7.6,6796
580,movie,Documentary,5.4,92
581,movie,Drama,6.7,72
582,movie,Drama,6.7,4223
583,movie,"Crime,Documentary,Drama",5.7,614
584,tvSeries,"Comedy,Family,Sport",5.3,1454
585,movie,"Comedy,Drama",6.1,335
586,movie,"Drama,Romance",5.5,10691
587,tvSeries,"Adventure,Animation,Comedy",7.4,991
588,tvSeries,"Action,Adventure,Animation",2.4,2972
589,tvSpecial,Music,8.4,391
590,movie,"Comedy,Sport",4.1,748
591,movie,Documentary,7.8,200
592,movie,Thriller,4.6,1320
593,movie,"Crime,Drama,Family",6.3,3978
594,tvMovie,Family,5.2,236
595,movie,Sport,5.9,658
596,movie,"Comedy,Drama,Music",7.2,13767
597,movie,"Comedy,Family,Sport",5.1,6637
598,movie,"Drama,Horror,Mystery",6.3,22783
599,movie,"Drama,Romance",4.6,2659
600,movie,"Action,Adventure,Animation",7.6,10825
601,movie,"Action,Adventure,Animation",7.8,8993
602,movie,"Action,Adventure,Animation",7.9,8544
603,tvSpecial,Comedy,7.1,1585
604,tvSpecial,Comedy,7.4,2016
605,tvSpecial,Comedy,7.7,1246
606,tvSeries,"Drama,Romance",5.9,42
607,tvSpecial,Comedy,5.5,416
608,tvSpecial,\N,8.7,790
609,movie,Documentary,7.5,526
610,tvSeries,"Action,Horror,Thriller",5.3,7862
611,tvMovie,Documentary,7.8,550
612,movie,"Drama,Romance",6.2,139
613,movie,Comedy,6.1,27274
614,movie,"Fantasy,Thriller",4.0,4612
615,movie,"Drama,Romance",4.3,2352
616,movie,"Comedy,Romance",6.4,2362
617,tvSeries,"Action,Animation,Comedy",6.4,295
618,tvSeries,"Action,Animation,Family",5.9,1159
619,movie,"Comedy,Drama,Music",7.2,7385
620,movie,"Biography,Documentary,Sport",8.0,158
621,movie,"Action,Adventure,Sci-Fi",5.3,19679
622,tvSeries,"Documentary,Talk-Show",7.5,1763
623,tvSeries,Comedy,5.9,12
624,tvSeries,Comedy,4.1,3650
625,tvSeries,Drama,7.3,16
626,movie,"Comedy,Drama,Mystery",6.4,11251
627,movie,Drama,6.9,126
