id,type,genres,average_rating,num_votes
1203,tvSpecial,Comedy,6.2,389
1204,tvSpecial,Reality-TV,7.1,1655
1205,short,"Drama,Romance,Short",8.6,8
1206,movie,"Comedy,Drama,Romance",3.9,1387
1207,movie,Drama,5.0,414
1208,movie,"Drama,Horror,Thriller",4.5,1107
1209,movie,"Comedy,Romance",5.2,8899
1210,movie,Comedy,5.0,878
1211,movie,Comedy,5.4,4287
1212,movie,Drama,6.4,138
1213,movie,"Comedy,Drama,History",7.2,2594
1214,movie,\N,3.8,5
1215,tvEpisode,"Action,Adventure,Drama",8.5,379
1216,tvSeries,"Drama,Horror,Mystery",6.3,318
1217,movie,"Action,Crime,Thriller",4.5,457
1218,movie,"Action,Thriller",6.2,5403
1219,movie,"Comedy,Drama",6.4,38
1220,movie,"Action,Crime,Drama",5.9,907
1221,movie,"Drama,Romance",8.0,28955
1222,movie,Thriller,3.5,338
1223,movie,"Drama,History",6.0,1263
1224,movie,"Horror,Sci-Fi,Thriller",5.1,5497
1225,movie,Drama,7.8,90
1226,tvEpisode,"Short,Talk-Show",5.8,22
1227,movie,"Action,Adventure,Comedy",7.3,13475
1228,movie,"Drama,Sport",5.0,2379
1229,movie,Comedy,6.3,2085
1230,tvSeries,Drama,8.3,194
1231,movie,"Drama,Family",7.8,210
1232,movie,"Comedy,Drama",5.6,731
1233,short,"Drama,Short",9.5,32
1234,tvSeries,Drama,6.4,97
1235,tvEpisode,"Adventure,Drama,Family",7.6,2606
1236,tvMovie,"Biography,Documentary",7.8,3550
1237,movie,Drama,5.5,2631
1238,movie,"Documentary,Drama",7.5,4792
1239,movie,"Action,Adventure,Thriller",6.1,206713
1240,movie,"Crime,Horror,Thriller",4.3,137
1241,tvSpecial,Comedy,4.7,63
1242,movie,"Comedy,Drama,Romance",6.7,4958
1243,movie,"Comedy,Drama,Romance",8.1,67325
1244,movie,"Comedy,Drama,Romance",6.9,15304
1245,movie,"Drama,Romance",5.3,1685
1246,movie,Family,6.6,72
1247,movie,"Drama,Romance",7.2,2968
1248,movie,"Drama,Romance",6.6,849
1249,movie,"Action,Comedy,Drama",5.1,31860
1250,movie,Comedy,5.9,101948
1251,tvSeries,"Crime,Drama",7.2,15802
1252,tvSeries,Drama,7.1,89
1253,movie,"Action,Comedy",6.5,1755
1254,movie,Drama,5.5,187
1255,movie,Documentary,8.2,4026
1256,movie,"Drama,Musical,Romance",6.5,1263
1257,movie,"Comedy,Romance",6.9,99
1258,video,Documentary,4.0,583
1259,movie,"Drama,Thriller",5.7,6937
1260,movie,"Action,Sci-Fi,Thriller",7.9,642230
1261,tvEpisode,"Comedy,Short",3.9,17
1262,movie,"Crime,Drama",7.4,9006
1263,movie,"Family,Music,Romance",4.5,788
1264,movie,"Drama,Western",8.4,1378620
1265,tvEpisode,"Comedy,Drama",8.2,181
1266,movie,Drama,5.9,381
1267,tvMiniSeries,"Comedy,Music,Romance",7.4,860
1268,tvEpisode,"Comedy,Music,Romance",8.3,37
1269,movie,"Comedy,Drama",7.6,5137
1270,movie,"Drama,Romance,War",8.0,70681
1271,movie,"Action,Thriller",4.7,7964
1272,tvEpisode,"Animation,Comedy",7.7,54
1273,tvSeries,Documentary,8.1,1026
1274,tvSeries,"Action,Crime,Drama",7.6,10688
1275,movie,"Biography,Comedy,Drama",7.3,55017
1276,tvMovie,"Documentary,Music",7.3,1059
1277,tvSeries,"Comedy,Drama,Music",7.7,1837
1278,movie,Adventure,4.4,270
1279,movie,"Drama,Family",6.4,8462
1280,movie,"Action,Crime,Thriller",4.4,4792
1281,movie,"Action,Crime,Thriller",7.2,34626
1282,movie,"Action,Crime,Thriller",7.1,49754
1283,movie,"Comedy,Drama",5.4,5006
1284,movie,"Adventure,Fantasy,Horror",5.6,47158
1285,movie,Documentary,6.5,301
1286,movie,Documentary,6.8,106
1287,movie,"Adventure,Documentary",6.8,78
1288,tvMiniSeries,"Crime,Documentary",8.0,39891
1289,movie,Romance,6.5,1548
1290,movie,Romance,5.5,613
1291,movie,"Drama,Fantasy,Horror",5.1,12904
1292,movie,Documentary,7.1,114
1293,movie,"Comedy,Drama",6.7,16840
1294,tvSpecial,Comedy,7.4,3039
1295,movie,"Biography,Crime,Drama",7.7,283419
1296,movie,"Action,Horror,Sci-Fi",5.2,108556
1297,movie,"Action,Adventure,Horror",3.7,8088
1298,tvSeries,"Action,Animation,Comedy",8.2,5120
1299,movie,"Comedy,Drama,Romance",6.5,13960
1300,movie,"Crime,Drama,Mystery",6.5,76463
1301,tvEpisode,"Action,Adventure,Crime",5.2,44
1302,movie,"Action,Adventure,Fantasy",6.1,3167
1303,movie,"Comedy,Crime",5.3,125
1304,movie,"Drama,Mystery",7.5,122817
1305,short,"Drama,Short",7.2,16
1306,movie,"Biography,Drama",6.4,1760
1307,movie,Documentary,7.7,42
1308,tvMiniSeries,"Drama,Horror",6.8,42408
1309,movie,"Action,Drama,Fantasy",6.2,6515
1310,movie,"Action,Adventure,Fantasy",6.5,91795
1311,video,"Action,Adventure,Comedy",4.5,4501
1312,movie,"Action,Adventure,Drama",5.3,2201
1313,video,"Adventure,Animation,Comedy",7.0,2184
1314,tvSpecial,"Adventure,Animation,Family",5.4,104
1315,tvSpecial,"Animation,Family",5.9,78
1316,tvMovie,"Adventure,Animation,Comedy",5.2,113
1317,tvSeries,"Comedy,Drama,Fantasy",7.5,1615
1318,short,"Documentary,Short",6.4,486
1319,movie,Documentary,5.4,1611
1320,movie,"Crime,Documentary",7.4,1353
1321,tvSeries,"Animation,Comedy,Family",6.8,72
1322,video,"Animation,Comedy,Family",6.5,84
1323,tvSeries,"Action,Animation,Comedy",6.3,20
1324,tvSeries,Animation,5.6,9
1325,movie,"Biography,Documentary",6.9,343
1326,tvSeries,"Adventure,Animation,Fantasy",6.1,447
1327,movie,Comedy,4.2,17
1328,movie,"Crime,Drama,Mystery",8.2,72468
1329,video,"Adult,Drama,Fantasy",7.6,16
1330,movie,"Action,Crime,Thriller",3.1,5995
1331,tvEpisode,"Action,Drama,Horror",7.5,976
1332,movie,Drama,4.2,265
1333,tvSeries,Documentary,6.9,1088
1334,movie,Comedy,3.9,6398
1335,movie,"Comedy,Drama",5.8,768
1336,movie,"Comedy,Drama,Romance",5.3,3325
1337,movie,"Adventure,Animation,Comedy",5.8,3215
1338,short,"Drama,Short",6.6,9
1339,movie,"Comedy,Drama",5.1,6419
1340,movie,"Drama,Thriller",7.0,2260
1341,movie,"Action,Crime,Drama",5.6,1581
1342,movie,Comedy,3.4,37674
1343,movie,"Comedy,Drama",6.6,29458
1344,movie,"Action,Drama",7.1,183
1345,movie,"Action,Comedy,Crime",5.6,7093
1346,movie,Documentary,6.8,285
1347,movie,"Documentary,War",7.1,808
1348,movie,"Action,Drama,Thriller",4.9,2193
1349,movie,"Adventure,Family,Sci-Fi",5.8,18383
1350,tvSeries,Documentary,7.6,201
1351,movie,"Crime,Drama,Mystery",5.9,12867
1352,movie,"Comedy,Drama,Romance",7.0,363002
1353,movie,"Biography,Drama,Romance",5.8,90371
1354,movie,Documentary,7.5,1034
1355,tvSpecial,Comedy,8.2,16756
1356,movie,"Comedy,Documentary",7.7,18644
1357,movie,"Action,Thriller",4.4,2429
1358,movie,"Comedy,Drama,Romance",6.8,5875
1359,tvSeries,Drama,4.8,581
1360,tvSpecial,Comedy,6.8,100
1361,movie,"Comedy,Drama",7.9,1935
1362,movie,"Drama,Romance",7.2,487
1363,movie,"Biography,Drama,Romance",6.0,4687
1364,movie,"Drama,Fantasy,Romance",6.3,59
1365,movie,Biography,8.6,352
1366,movie,Drama,7.4,108
1367,movie,"Crime,Drama,Mystery",7.5,6888
1368,movie,"Family,Romance",6.5,51
1369,movie,"Comedy,Crime,Thriller",5.7,590
1370,movie,"Comedy,Drama,Romance",5.5,3841
1371,movie,"Comedy,Drama,Romance",5.7,6423
1372,movie,"Comedy,Crime,Western",5.7,7582
1373,movie,"Action,Crime,Drama",7.3,190107
1374,tvEpisode,Documentary,8.4,31
1375,movie,"Biography,Documentary,History",6.0,6
1376,movie,Drama,6.3,419
1377,tvSpecial,Comedy,6.7,62
1378,movie,Documentary,6.9,405
1379,short,"Documentary,Short",8.6,7
1380,movie,Documentary,6.8,227
1381,movie,Drama,4.6,82
1382,movie,Documentary,8.1,187
1383,movie,"Action,Drama,Musical",6.0,48
1384,tvEpisode,"Documentary,Drama",8.0,7
1385,movie,"Biography,Documentary,Drama",7.6,1722
1386,movie,"Comedy,Drama",7.0,53
1387,short,"Animation,Short",6.3,20
1388,movie,"Drama,Horror,Mystery",5.7,30086
1389,short,"Drama,Short",7.3,38
1390,movie,"Biography,Drama,Romance",6.5,3674
1391,tvMovie,Documentary,7.7,196
1392,tvSpecial,Comedy,6.5,4377
1393,movie,Documentary,6.2,6
1394,movie,"Animation,Family",5.1,848
1395,movie,Documentary,5.9,1353
1396,movie,"Comedy,Crime,Drama",4.2,578
1397,tvSeries,"Comedy,Drama,Romance",7.0,49187
1398,tvEpisode,"Comedy,Drama,Romance",7.1,1141
1399,movie,Drama,7.0,123
1400,movie,"Comedy,Music,Musical",6.0,1293
1401,tvSeries,"Documentary,History",5.7,259
1402,movie,"Comedy,Romance",5.5,45465
1403,movie,"Crime,Drama",6.3,144
1404,tvEpisode,"Drama,Romance",7.0,8
1405,short,"Documentary,Short",7.1,1645
1406,movie,"Action,Crime,Drama",7.6,230101
1407,movie,"Drama,Mystery,Thriller",6.9,171461
1408,tvSeries,"Comedy,Drama",7.0,1157
1409,movie,"Comedy,Drama,Musical",4.7,2161
1410,tvSpecial,Comedy,5.6,172
1411,movie,Documentary,6.2,564
1412,movie,"Action,Adventure,Crime",6.6,133769
1413,short,"Drama,Sci-Fi,Short",8.1,32
1414,movie,"Drama,Family",6.8,32
1415,movie,Documentary,2.5,1475
1416,movie,"Action,Crime,Drama",7.7,97751
1417,movie,"Action,Adventure,Comedy",5.4,4568
1418,movie,"Drama,Romance,Sci-Fi",6.1,28191
1419,tvMiniSeries,Animation,9.3,6
1420,movie,"Action,Drama,Sci-Fi",7.4,313276
1421,movie,Drama,7.3,11
1422,movie,"Drama,Mystery,Sci-Fi",6.5,768
1423,tvMiniSeries,"Animation,Drama,Fantasy",8.5,31416
1424,tvSpecial,Comedy,6.1,2032
1425,movie,"Action,Drama,Thriller",7.3,5203
1426,movie,Drama,8.3,18
1427,movie,"Crime,Thriller",5.1,16
1428,tvSeries,"Drama,Thriller",8.6,21391
1429,tvSeries,"Drama,Romance",7.3,251
1430,movie,Drama,6.4,1135
1431,movie,"Comedy,Music",6.5,76769
1432,movie,"Comedy,Family,Fantasy",5.4,140273
1433,movie,"Drama,History",7.4,12863
1434,movie,Drama,7.1,458
1435,movie,"Horror,Sci-Fi,Thriller",6.7,161381
1436,movie,Thriller,5.1,987
1437,movie,"Drama,Romance",7.0,435
1438,movie,"Comedy,Drama",7.2,291
1439,tvSeries,"Comedy,Drama",7.5,15379
1440,tvSeries,"Crime,Drama,Horror",7.7,12387
1441,movie,"Comedy,Sci-Fi",6.1,120260
1442,tvEpisode,Comedy,6.5,11
1443,movie,Drama,7.2,335
1444,tvMiniSeries,"Crime,Documentary,History",8.0,345
1445,movie,"Action,Adventure,Thriller",6.4,51336
1446,movie,"Drama,Romance",6.7,233
1447,tvSeries,"Crime,Documentary",6.2,807
1448,movie,"Comedy,Romance",3.1,355
1449,tvEpisode,"Action,Crime,Drama",7.7,245
1450,movie,"Action,Crime,Thriller",5.6,32295
1451,movie,Documentary,6.4,117
1452,movie,Documentary,5.9,4019
1453,movie,"Action,Crime,Drama",2.6,272
1454,movie,"Action,Drama,Sci-Fi",5.8,47708
1455,movie,Documentary,5.3,47
1456,tvEpisode,"Comedy,Talk-Show",6.0,7
1457,movie,"Action,Thriller",6.7,164519
1458,tvSeries,"Crime,Drama",7.7,3009
1459,movie,"Biography,Crime,Drama",6.7,81462
1460,short,"Documentary,Short",7.3,2163
1461,tvEpisode,"Crime,Documentary",8.2,5
1462,movie,"Action,Thriller",3.3,236
1463,movie,"Action,Drama,Thriller",6.6,6121
1464,tvSeries,"Crime,Drama,Thriller",8.6,27876
1465,movie,"Adventure,Family,Sci-Fi",5.0,852
1466,tvSeries,Reality-TV,3.6,7018
1467,tvSeries,"Action,Adventure,Animation",8.0,21061
1468,tvEpisode,"Action,Adventure,Animation",8.0,510
1469,movie,"Comedy,Romance",6.2,664
1470,tvSpecial,Comedy,4.2,39
1471,movie,"Action,Drama,Thriller",6.3,116
1472,movie,Comedy,4.0,206
1473,tvSeries,Romance,7.2,299
1474,movie,"Action,Crime,Drama",7.0,76358
1475,tvSeries,"Comedy,Crime",6.8,1536
1476,movie,"Comedy,Romance",5.6,16335
1477,movie,Drama,6.4,618
1478,movie,"Drama,Horror,Thriller",4.2,2543
1479,tvEpisode,"Comedy,Drama",7.2,10
1480,tvEpisode,Reality-TV,7.3,7
1481,short,"Comedy,Documentary,Drama",7.5,149
1482,movie,Drama,5.0,24
1483,tvMovie,Thriller,3.0,265
1484,short,"Comedy,Short",6.6,568
1485,movie,"Comedy,Fantasy",4.1,183
1486,movie,Action,5.4,255
1487,tvSpecial,Comedy,6.0,115
1488,movie,"Drama,Romance",6.9,11779
1489,movie,Thriller,4.5,4914
1490,tvSeries,"Action,Animation,Drama",6.5,1816
1491,tvSeries,"Action,Animation,Fantasy",5.4,606
1492,tvEpisode,"Action,Animation,Drama",8.8,373
1493,movie,Comedy,5.2,10265
1494,movie,"Documentary,War",7.3,785
1495,movie,"Adventure,Comedy,Drama",7.6,261959
1496,tvMiniSeries,"Crime,Documentary",7.1,5856
1497,movie,"Animation,Comedy,Family",4.9,1202
1498,tvSeries,"Comedy,Drama,Romance",7.5,4702
1499,movie,"Comedy,Drama,Family",6.3,8710
1500,tvSpecial,Comedy,6.0,172
1501,movie,Documentary,7.0,1879
1502,movie,"Comedy,Drama,Family",6.4,5065
1503,movie,Comedy,7.8,324477
1504,movie,"Action,Crime,Drama",5.5,2441
1505,movie,"Drama,Family,Musical",8.0,39950
1506,movie,"Comedy,Music",5.5,791
1507,movie,"Drama,Thriller",7.8,12
1508,movie,"Drama,Romance",5.9,228
1509,tvMovie,Animation,4.7,23
1510,tvSeries,Documentary,7.7,692
1511,movie,"Biography,Documentary",7.4,2821
1512,movie,"Horror,Thriller",6.7,231827
1513,movie,"Horror,Thriller",6.2,153620
1514,movie,"Horror,Thriller",5.8,131999
1515,movie,"Comedy,Romance",5.8,203
1516,tvSeries,"Drama,Romance",7.7,67
1517,movie,Drama,4.8,102
1518,movie,Documentary,6.8,5502
1519,short,"Documentary,Short",7.4,687
1520,movie,Drama,5.2,245
1521,movie,"Drama,Family",6.2,89
1522,tvEpisode,"Action,Drama,Fantasy",8.5,1053
1523,movie,"Animation,Drama,Fantasy",5.6,2691
1524,tvSeries,Documentary,6.8,351
1525,tvMovie,Comedy,4.9,125
1526,movie,"Action,Thriller",5.0,10521
1527,movie,"Comedy,Romance",3.9,115
1528,movie,"Drama,Romance",5.8,129
1529,movie,"Drama,Sport",6.4,1998
1530,tvSeries,"Documentary,Reality-TV,Sport",7.3,1883
1531,movie,"Biography,Drama,History",7.2,16185
1532,movie,Horror,4.8,1795
1533,movie,"Comedy,Drama,Family",7.0,7080
1534,movie,Documentary,7.5,47
1535,movie,"Drama,Romance",5.4,4463
1536,movie,"Documentary,Sport",6.1,339
1537,tvMiniSeries,"Biography,Documentary,History",8.3,4066
1538,movie,"Action,Drama",7.3,2553
1539,movie,Drama,4.7,751
1540,movie,"Action,Crime,Drama",6.1,3848
1541,movie,"Biography,Drama",7.0,16540
1542,movie,"Comedy,Family",5.5,1237
1543,tvSeries,Game-Show,4.3,634
1544,tvSeries,"Crime,Documentary",7.9,3269
1545,tvSeries,"Animation,Horror",6.8,31
1546,short,"Drama,Family,Short",5.8,57
1547,short,"Comedy,Short",7.5,35
1548,tvSeries,"Drama,Romance",6.4,386
1549,movie,Drama,6.1,7280
1550,movie,"Biography,Documentary,Family",7.3,766
1551,movie,"Comedy,Drama",6.8,528
1552,movie,Comedy,5.6,1267
1553,movie,"Documentary,Drama",6.8,189
1554,movie,Drama,6.8,83
1555,movie,"Adventure,Comedy,Drama",6.0,1042
1556,movie,"Biography,Documentary",7.6,3997
1557,movie,Documentary,6.5,347
1558,movie,"Action,Adventure,Sci-Fi",7.6,45671
1559,movie,"Action,Adventure,Thriller",6.2,4940
1560,movie,"Crime,Mystery,Thriller",6.6,2772
1561,movie,Documentary,7.2,270
1562,movie,Documentary,7.4,785
1563,tvEpisode,"Comedy,Drama,Romance",7.5,52
1564,movie,Drama,6.0,1379
1565,movie,Documentary,8.0,9
1566,movie,"Horror,Mystery,Thriller",7.4,21083
1567,movie,Documentary,7.7,11790
1568,tvSpecial,Comedy,6.8,731
1569,movie,"Comedy,Drama,Romance",5.7,66578
1570,movie,"Comedy,Drama",7.3,663
1571,movie,"Comedy,Drama,Romance",7.1,141417
1572,movie,"Crime,Drama,Thriller",7.2,189370
1573,short,"Comedy,Horror,Short",6.7,7
1574,movie,"Mystery,Thriller",6.4,57622
1575,movie,"Biography,Documentary",7.6,632
1576,movie,"Comedy,Drama,Romance",7.5,76081
1577,tvSpecial,Comedy,6.4,78
1578,tvSpecial,Comedy,7.1,168
1579,tvSpecial,Comedy,6.9,253
1580,movie,"Crime,Drama,Romance",5.9,5567
1581,movie,"Biography,Documentary,Drama",7.1,291
1582,movie,"Comedy,Drama",3.6,566
1583,tvEpisode,"Action,Crime,Drama",8.2,22
1584,movie,"Drama,Mystery,Sci-Fi",6.7,28240
1585,tvSpecial,Comedy,5.8,1185
1586,movie,"Comedy,Family,Fantasy",5.6,40880
1587,movie,"Action,Comedy,Crime",6.4,42834
1588,tvMovie,"Adventure,Comedy,Drama",5.6,982
1589,movie,"Action,Biography,Drama",6.9,53533
1590,movie,"Adventure,Drama,Family",6.0,69698
1591,movie,"Biography,Crime,Documentary",7.1,812
1592,movie,"Comedy,Drama",5.0,256
1593,movie,Romance,5.7,207
1594,tvSeries,"Drama,Fantasy,Mystery",7.5,12831
1595,short,"Fantasy,Horror,Sci-Fi",7.2,13
1596,movie,Drama,5.1,147
1597,tvSeries,"Crime,History,Thriller",6.5,10112
1598,movie,"Horror,Mystery,Thriller",5.5,98957
1599,movie,"Horror,Mystery,Thriller",5.3,24529
1600,movie,"Action,Crime,Drama",6.7,909
1601,movie,"Adventure,Comedy,Drama",5.8,1273
1602,movie,"Comedy,Family",5.4,301
1603,short,"Documentary,Short",7.4,1182
1604,movie,"Action,Crime,Thriller",6.5,112891
1605,movie,Drama,3.9,204
1606,movie,"Action,Adventure,Drama",5.5,389
1607,short,"Adventure,Drama,Short",6.1,7
1608,tvMiniSeries,Documentary,9.0,27206
1609,movie,"Crime,Drama",7.1,24734
1610,movie,"Biography,Crime,Drama",7.5,76718
1611,tvSeries,"Action,Adventure,Crime",5.7,526
1612,movie,"Comedy,Drama,Romance",6.9,10589
1613,movie,"Drama,Fantasy,Sport",5.7,481
1614,movie,"Biography,Drama,Family",6.4,2344
1615,tvMovie,Family,4.7,339
1616,movie,"Action,Adventure,Fantasy",5.2,18812
1617,movie,Comedy,5.3,4990
1618,movie,"Animation,Drama,History",6.9,789
1619,movie,"Documentary,Sport",4.9,269
1620,movie,Drama,6.2,733
1621,tvEpisode,"Drama,Sci-Fi",7.7,22
1622,movie,"Action,Drama,Thriller",6.3,4025
1623,movie,"Crime,Drama,Thriller",4.2,370
1624,movie,"Action,Adventure,Animation",5.1,43215
1625,movie,"Comedy,Family,Romance",5.0,2800
1626,movie,"Action,Crime,Drama",7.1,22807
1627,tvSpecial,Comedy,7.3,1555
1628,movie,"Adventure,Biography,Drama",7.1,1131
1629,tvSpecial,Comedy,7.2,906
1630,movie,"Documentary,Music",7.0,11779
1631,movie,"Drama,Romance",6.6,216
1632,movie,"Action,Crime,Drama",5.2,2138
1633,tvEpisode,"Game-Show,Reality-TV",7.4,29
1634,movie,Comedy,3.1,124
1635,movie,"Action,Comedy",5.4,26826
1636,tvSeries,"Drama,Sport",2.2,55
1637,movie,Thriller,5.2,242
1638,movie,"Action,Crime,Drama",7.8,15887
1639,movie,"Crime,Drama",7.5,410474
1640,movie,"Drama,Thriller",3.3,926
1641,movie,"Adventure,Documentary,Drama",8.1,102
1642,video,"Adventure,Animation,Comedy",4.4,2057
1643,video,"Adventure,Animation,Comedy",4.4,724
1644,video,"Action,Adventure,Animation",4.2,830
1645,tvSpecial,"Comedy,Music",7.4,806
1646,movie,"Drama,Sport",6.7,240
1647,movie,Crime,6.1,351
1648,movie,Crime,5.1,39
1649,movie,"Horror,Mystery,Thriller",5.0,1704
1650,movie,"Drama,Fantasy,Mystery",5.7,124
1651,movie,Drama,7.0,64
1652,movie,Documentary,6.1,2336
1653,movie,Documentary,6.2,1312
1654,movie,"Action,Thriller",4.6,1457
1655,movie,Drama,6.2,87
1656,tvMiniSeries,"Documentary,History",7.3,517
1657,tvMiniSeries,"Biography,Documentary,History",7.6,924
1658,tvSpecial,Comedy,5.6,376
1659,video,"Adventure,Comedy,Family",3.3,6544
1660,movie,"Drama,Horror,Thriller",6.5,92060
1661,tvSeries,"Crime,Drama,Thriller",6.4,1526
1662,movie,"Adventure,Comedy,Music",6.4,170691
1663,movie,"Drama,Horror,Thriller",5.6,2195
1664,movie,"Biography,Documentary",7.4,6867
1665,tvSeries,Reality-TV,5.3,846
1666,movie,"Comedy,Family",6.3,3475
1667,tvSeries,"Comedy,Crime",8.2,5946
1668,movie,"Action,Adventure,Comedy",6.5,205513
1669,movie,"Comedy,Drama,Family",7.4,1011
1670,movie,"Comedy,Crime,Thriller",5.8,4756
1671,movie,"Action,Crime,Drama",7.6,4038
1672,movie,"Horror,Thriller",4.7,4058
1673,movie,Documentary,6.9,220
1674,tvMovie,"Adventure,Animation",4.9,190
1675,movie,"Action,Fantasy,Thriller",5.3,225237
1676,movie,"Horror,Thriller",4.3,4497
1677,tvSeries,Reality-TV,7.2,130
1678,short,"Documentary,Short",5.5,1207
1679,movie,"Horror,Thriller,War",5.5,7098
1680,tvMiniSeries,"Drama,Fantasy,Horror",7.1,12638
1681,movie,"Action,Crime,Drama",6.6,1110
1682,movie,"Biography,Drama",7.6,874
1683,tvSeries,Animation,7.2,108
1684,movie,"Comedy,Musical,Romance",6.7,19841
1685,tvMiniSeries,"Comedy,Drama",7.7,31496
1686,movie,Drama,6.5,8323
1687,tvEpisode,"Comedy,Crime,Drama",7.6,45
1688,movie,"Documentary,Music",6.9,156
1689,tvSpecial,"Comedy,Documentary",6.4,65
1690,movie,Drama,6.3,10629
1691,movie,"Comedy,Drama,Romance",5.6,3709
1692,movie,Drama,7.1,12692
1693,tvSeries,"Crime,Fantasy,Mystery",7.7,1050
1694,movie,"Drama,Horror,Mystery",4.6,8024
1695,movie,Drama,5.7,114
1696,tvSeries,Comedy,7.0,15612
1697,movie,"Comedy,Drama",5.2,3517
1698,tvEpisode,"Comedy,Music,Musical",8.5,542
1699,tvSeries,"Comedy,Drama",8.2,3144
1700,tvSeries,"Action,Animation,Comedy",7.4,972
1701,movie,"Action,Animation,Comedy",7.4,607
1702,movie,Documentary,6.7,189
1703,short,"Fantasy,Short",7.9,11
1704,tvSeries,"Action,Adventure,Animation",7.9,703
1705,movie,Documentary,7.3,1546
1706,movie,"Family,Sport",5.9,2261
1707,short,"Animation,Family,Short",6.7,32
1708,tvSeries,"Comedy,Musical,Romance",7.0,436
1709,movie,Family,5.9,92
1710,movie,"Drama,Family,Romance",5.6,914
1711,tvSeries,"Action,Animation,Sci-Fi",7.0,1597
1712,movie,"Biography,Documentary,Drama",7.3,799
1713,movie,"Action,Adventure,Drama",6.4,2079
1714,movie,Drama,4.7,40825
1715,movie,Drama,4.5,3439
1716,movie,"Drama,Romance",7.7,26063
1717,tvMiniSeries,"Drama,Western",8.3,54589
1718,tvSeries,"Horror,Mystery,Short",5.7,604
1719,movie,"Drama,Family,Sport",4.7,447
1720,tvSeries,"Animation,Comedy,Drama",7.6,2336
1721,movie,"Action,Adventure,Thriller",7.2,240676
1722,movie,Drama,5.5,430
1723,short,"Animation,Short",5.6,19
1724,movie,"Crime,Thriller",6.5,4892
1725,movie,Comedy,3.7,100
1726,movie,"Comedy,Crime,Mystery",5.1,7102
1727,movie,"Action,Comedy,Drama",7.4,15237
1728,movie,"Action,Drama,Western",5.2,894
1729,movie,Comedy,3.8,135
1730,movie,"Comedy,Family",5.7,26725
1731,movie,"Comedy,Drama,Sport",4.8,1363
1732,movie,"Comedy,Documentary",6.9,5642
1733,movie,"Comedy,Drama",6.1,9537
1734,movie,Drama,5.0,51
1735,movie,"Drama,Thriller,War",6.4,22744
1736,movie,"Comedy,Drama,Romance",4.3,261
1737,movie,"Comedy,Drama",5.2,76
1738,movie,"Comedy,Romance",5.6,86202
1739,tvSeries,"Crime,Drama,Mystery",7.6,2484
1740,movie,"Action,Crime,Thriller",5.5,15726
1741,movie,Comedy,5.7,2541
1742,movie,"Crime,Drama,Thriller",7.4,94962
1743,movie,"Biography,Crime,Drama",8.7,1035670
1744,movie,Drama,7.0,2245
1745,movie,"Comedy,Drama,Sport",6.8,84221
1746,movie,"Adventure,Animation,Comedy",5.6,18307
1747,tvEpisode,"Comedy,Talk-Show",4.1,8
1748,movie,"Comedy,Drama,Mystery",7.2,81237
1749,movie,"Horror,Mystery,Thriller",5.8,107216
1750,movie,"Biography,Drama",7.4,524
1751,tvSeries,"Crime,Drama,Mystery",6.5,85
1752,movie,Drama,8.1,726992
1753,movie,"Comedy,Drama,Thriller",4.4,5847
1754,movie,"Comedy,Family",4.9,712
1755,movie,"Action,Thriller",7.0,1899
1756,movie,"Comedy,Horror,Thriller",5.7,46
1757,movie,Comedy,3.5,36
1758,movie,Documentary,7.1,1126
1759,movie,"Musical,Romance",7.2,245087
1760,tvSeries,Comedy,7.0,5561
1761,tvSeries,"Adventure,Animation,Comedy",8.0,2701
1762,movie,"Biography,Family,Sport",7.3,4756
1763,tvMiniSeries,"Documentary,History,War",8.7,6049
1764,tvSeries,"Adventure,Animation,Comedy",8.2,1884
1765,movie,"Horror,Thriller",7.0,109519
1766,tvSpecial,Comedy,7.2,1835
1767,tvSpecial,Comedy,4.4,20
1768,movie,Action,5.8,4133
1769,movie,"Crime,Documentary",6.7,3087
1770,movie,Documentary,5.7,366
1771,movie,Documentary,7.3,316
1772,movie,Documentary,6.6,149
1773,movie,Comedy,4.4,1527
1774,movie,"Drama,Thriller",5.4,3827
1775,tvEpisode,"Comedy,Drama,Romance",8.3,146
1776,movie,"Action,Crime,Drama",6.2,689
1777,movie,"Action,Adventure,Crime",6.3,3416
1778,movie,"Documentary,Sport",7.2,195
1779,movie,"Action,Drama",6.2,308
1780,movie,"Action,Biography,Drama",5.3,24757
1781,movie,Drama,7.7,22167
1782,movie,"Drama,Romance",7.4,17402
1783,tvSeries,"Drama,Thriller",6.9,14482
1784,movie,"Drama,Mystery,Thriller",5.9,1731
1785,movie,Comedy,6.5,7564
1786,movie,Comedy,6.1,4263
1787,tvSeries,"Adventure,Animation,Comedy",5.9,142
1788,movie,"Family,Romance",7.1,127
1789,movie,Comedy,7.0,110
1790,movie,"Biography,Drama,Romance",7.6,1888
1791,tvSeries,"Crime,Drama,Thriller",6.4,1229
1792,movie,"Action,Crime,Drama",8.1,50806
1793,movie,"Comedy,Drama,Music",6.3,125535
1794,movie,"Comedy,Drama,Musical",6.6,120672
1795,movie,"Action,Adventure,Crime",2.2,211
1796,movie,"Comedy,Drama",6.4,37
1797,movie,"Drama,Romance",4.4,6459
1798,movie,"Drama,Family",7.2,366
1799,tvMiniSeries,"Action,Adventure,Animation",5.8,2726
1800,movie,"Action,Drama,Romance",5.6,1783
